country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Grenada,1.803712381,1.545144415,1.26872778,1.001375826,0.75992425,0.541857315,0.313590763,0.083247719,-0.095899008,-0.207921128,-0.27083945,-0.268388189,-0.259524918,-0.328561666,-0.514206044,-0.754655471,-1.112126112,-1.379484194,-1.253749432,-0.566701419,0.482406652,1.747703869,2.736672185,3.057649352,2.528678658,1.478458481,0.23813585,-0.76847056,-1.336232459,-1.225094008,-0.606266593,0.174483863,0.770105263,1.125315856,1.114807141,0.852238008,0.541645173,0.329127021,0.177990534,0.133285305,0.165618445,0.205655094,0.218965647,0.236102172,0.25409249,0.27194457,0.294502354,0.320728939,0.342844786,0.359927248,0.373950499,0.384952022
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,1.766806624,2.053333656,2.306314349,2.469226634,2.519176475,2.490209034,2.443843158,2.410642781,2.369829104,2.330531834,2.292665856,2.248143693,2.204307591,2.176477708,2.172985987,2.181303431,2.194243865,2.20433443,2.21666846,2.232913588,2.247029677,2.253624343,2.256887483,2.271101741,2.301243455,2.336568748,2.373176383,2.386825258,2.344436656,2.233562517,2.080272398,1.925867119,1.788075908,1.657636471,1.536568666,1.430221818,1.311785122,1.211768433,1.189316951,1.264274269,1.402010412,1.566174181,1.696235555,1.749510476,1.70014337,1.582774168,1.448246545,1.341647152,1.263517463,1.228058293,1.224277952,1.223748514
Guatemala,2.720667679,2.718897221,2.717385143,2.714308584,2.708538601,2.701310718,2.689870543,2.679377782,2.677437004,2.686268347,2.699309427,2.717218722,2.725142312,2.706579253,2.655518023,2.585552191,2.507997917,2.444188468,2.408456697,2.408981979,2.432114305,2.462909493,2.481361736,2.47804589,2.446091685,2.39679845,2.344279912,2.303493063,2.278935771,2.275532705,2.286379333,2.303796112,2.317049691,2.321039887,2.312040941,2.296520547,2.277788889,2.268397488,2.279209927,2.315212253,2.366344174,2.422440857,2.468397517,2.495848293,2.499283265,2.487119836,2.467889183,2.454780513,2.454894662,2.472865881,2.500299831,2.527986837
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,1.466462751,1.46135673,1.464201199,1.497937974,1.57237807,1.662736872,1.772620061,1.839945934,1.791139388,1.595598449,1.306877757,1.011395012,0.767825305,0.569161527,0.437387816,0.37093454,0.308630395,0.283474027,0.396839648,0.682438438,1.088678194,1.58400038,2.050379723,2.379825818,2.520343176,2.553925155,2.4511869,2.434345052,2.767135483,3.535033601,4.491119832,5.479989065,6.099627313,6.07611092,5.355444027,4.262290938,3.129530907,2.234970519,1.621614671,1.38920739,1.42843157,1.520566021,1.552937044,1.602649801,1.648817855,1.696866991,1.759510149,1.848481428,1.959537216,2.092245878,2.2325311,2.378108088
Guinea-Bissau,0.550994449,0.406394536,0.276097629,0.145871137,0.011700618,-0.100168154,-0.226961619,-0.275557902,-0.093199787,0.388710758,1.076737865,1.796782789,2.421064922,2.947589731,3.333188975,3.587062376,3.830945104,4.000193623,3.927169297,3.585420481,3.089369152,2.547167023,2.095183417,1.800298223,1.718338774,1.784920345,1.878567649,1.931154408,1.976192387,1.99852394,2.00432397,2.019029447,2.042555996,2.049794941,2.036548586,2.009495929,1.980973591,1.959151342,1.942871463,1.934690152,1.933118108,1.931802514,1.931721789,1.940605095,1.959613228,1.984994891,2.012020014,2.035689194,2.054730676,2.067076404,2.074127881,2.079371915
Guyana,2.842674401,2.760448399,2.688318739,2.647244564,2.643444527,2.650650658,2.686377395,2.675604453,2.519763354,2.185002616,1.744183882,1.248935598,0.822455764,0.562004416,0.531713616,0.655716333,0.846424195,0.962940387,0.925432716,0.670589788,0.271718982,-0.163226431,-0.525884956,-0.792089791,-0.910151283,-0.908931619,-0.884781181,-0.866274314,-0.786060817,-0.637805021,-0.442647298,-0.204780726,0.023081234,0.178664674,0.226392676,0.196214513,0.138781287,0.103240287,0.097931731,0.142001756,0.219173007,0.303181594,0.36434314,0.394067596,0.379613945,0.334501895,0.27914663,0.233183878,0.201112714,0.19074957,0.196350857,0.204828434
Haiti,1.961845818,1.978715385,1.990878798,1.998161061,2.000282039,1.997079504,1.99897965,1.996733374,1.971490513,1.917995643,1.850034105,1.778577203,1.726442808,1.710948288,1.742513162,1.807829237,1.874659773,1.935567532,2.009771403,2.097197245,2.187825211,2.281722113,2.357856584,2.391466103,2.372679195,2.318373454,2.253243702,2.196395726,2.148281597,2.115009993,2.091653826,2.064926794,2.032552597,2.004316085,1.981127493,1.959766121,1.940213245,1.915096145,1.87584787,1.818897034,1.750413652,1.681033583,1.616998288,1.556299422,1.500845674,1.450766333,1.400970668,1.3550059,1.322122347,1.305174249,1.299336703,1.297823847
Holy See,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,3.179396804,3.274965129,3.331993225,3.309135198,3.191286287,3.019743504,2.838550182,2.699164663,2.622140331,2.625318138,2.68396811,2.748639925,2.800924117,2.862245571,2.929496206,2.996840392,3.06542057,3.123470252,3.155164892,3.155207181,3.133340742,3.101975648,3.072595121,3.047128405,3.029060441,3.013526153,2.992607455,2.96209314,2.924260007,2.878416746,2.825246351,2.774075911,2.718651911,2.644449571,2.548290717,2.440400018,2.331420088,2.235401184,2.1596764,2.109995901,2.079758493,2.055251862,2.031337866,2.01448533,2.004056596,1.99847046,1.993674444,1.989966197,1.990487083,1.99538027,2.001349552,2.008024247
"Hong Kong, China",4.450990508,2.963040924,4.236494673,3.44066885,2.417271694,2.627395063,0.885475776,2.527097364,2.123526741,1.596569535,2.431443203,2.156424527,1.917085484,2.821398831,2.159649224,2.89703973,1.256197195,1.44371142,1.811706419,5.465453784,2.670080965,2.348226768,1.55249627,1.519407906,0.982973567,1.074258772,1.245826983,1.185788201,0.661433492,1.03591232,0.321315033,0.829228336,0.839650031,1.717770734,2.252030431,1.980132777,4.438607795,0.832512855,0.834808807,0.955125814,0.881594076,0.736962668,0.442846827,-0.197404126,0.779918562,0.436871406,0.642270483,0.998339569,0.745134205,0.371923126,0.911067667,0.053750514
Hungary,0.267505797,0.453239644,0.322661285,0.260182926,0.31560145,0.277287713,0.302244758,0.372155583,0.383062187,0.417504517,0.379781402,0.286176099,0.298102515,0.322277028,0.446325662,0.588081809,0.550182989,0.464581043,0.344923733,0.180747382,0.065093729,0.006777772,-0.058952116,-0.150240753,-0.200097849,-0.181847163,-0.170579145,-0.167798788,-0.153272936,-1.088983893,-1.033117297,-0.005668183,-0.039136583,-0.114035594,-0.136883104,-0.139220004,-0.171771609,-0.201458936,-0.232679337,-0.28326061,-0.259764908,-0.229379183,-0.284751377,-0.286433268,-0.221439379,-0.198878843,-0.155716485,-0.154915158,-0.175097367,-0.154908814,-0.226013876,-0.290651314
Iceland,1.795326707,1.948719743,1.853365244,1.77978836,1.777772399,1.732678311,1.693452457,1.613441336,1.36770413,0.929223669,0.524268808,0.808703279,1.463775579,1.509090126,1.352920811,1.27890789,0.992857359,0.744426487,0.780538211,0.978479646,1.058896411,1.140583261,1.336610409,1.32404443,1.06362548,0.787667614,0.732588891,1.095629101,1.566217581,1.238396064,0.777662199,1.15914942,1.256632077,1.016811928,0.866835947,0.542467998,0.539913017,0.819197091,1.070859043,1.209238786,1.369192833,1.329295255,0.892596377,0.69249762,0.877936158,1.582891978,2.34742243,2.530085489,1.859572171,0.341241979,-0.143903,0.30107975
India,1.992444637,2.012818831,2.033512509,2.056205674,2.081807177,2.109406642,2.135579194,2.160799486,2.188534749,2.219350679,2.251156352,2.28074138,2.30613551,2.327629317,2.344549454,2.356793591,2.36625096,2.371482914,2.369171189,2.358471908,2.341474244,2.320487866,2.298382352,2.27651919,2.256026172,2.235671251,2.213830336,2.188727337,2.159917803,2.1268793,2.090641763,2.053056862,2.015012719,1.975973293,1.936182444,1.895836065,1.855906615,1.815872348,1.774463318,1.731418521,1.687896609,1.64464105,1.603670294,1.566765621,1.534929002,1.507002837,1.479789626,1.452879794,1.428626953,1.407235784,1.387477694,1.368789058
Indonesia,2.421184341,2.44856174,2.470116208,2.490909086,2.51369873,2.535948183,2.553020359,2.562307991,2.565284767,2.561632423,2.55226292,2.539273796,2.522964847,2.502052667,2.476590293,2.447563584,2.413593255,2.377912949,2.345379567,2.317611439,2.291241221,2.265214044,2.232549742,2.186418706,2.123845659,2.050565914,1.974869481,1.903382685,1.8365925,1.776793643,1.722440745,1.670765001,1.619575382,1.569255197,1.519357911,1.471092703,1.422480117,1.378017243,1.344559117,1.324664409,1.313506794,1.307325474,1.297202154,1.276084217,1.239716737,1.193457884,1.144040364,1.100057544,1.065195906,1.042990038,1.02934786,1.018141701
Iran,2.501406983,2.621084533,2.666507319,2.703492768,2.728031784,2.74704617,2.769635637,2.791982663,2.827797699,2.88241725,2.946836105,3.194439279,3.076676723,3.037076502,3.066674053,3.157215617,3.19379213,3.182475737,3.229341272,3.326926685,3.468013835,3.555028664,3.594079652,3.675235324,3.791840714,3.937505634,3.585611381,3.233717128,2.881822875,2.529928622,2.178034369,1.607866397,1.607866397,1.607866397,1.607866397,1.607866397,1.557412447,1.857234863,1.882402136,1.797808352,1.641769419,1.475439879,1.347015388,1.255012377,1.21446915,1.21001585,1.211694966,1.201854374,1.188108258,1.166041901,1.137226009,1.109047651
Iraq,2.4867179,2.576544847,2.683251632,2.809990695,2.954895623,3.103468099,3.252993684,3.377175917,3.447668454,3.454212663,3.417451507,3.357026717,3.301996222,3.267606813,3.263118752,3.270542993,3.17090367,3.170911746,3.17090561,3.170903092,3.170909096,2.634370401,2.634369302,2.634369503,2.634373333,2.634375128,3.010300101,3.010299553,3.010299552,3.010300729,3.010307081,2.815994294,2.815995949,2.815995997,2.815992377,2.815996492,3.067720208,3.067716073,3.067719021,3.067717245,3.067719425,2.566818355,2.566825655,2.566819961,2.566823305,2.566820586,3.023602387,3.023598996,3.023599714,3.02360054,3.023599003,2.8655481
Ireland,-0.280305202,-0.148483349,0.412476986,0.585321133,0.487266226,0.375015262,0.399680256,0.472514539,0.451342831,0.586510264,0.838831773,1.176768958,1.497301181,1.616806889,1.670474246,1.658964143,1.520590679,1.363474931,1.428919627,1.341203328,1.157465728,1.177918425,0.949898639,0.711457915,0.62163163,0.160201652,0.045448353,0.01036814,-0.426772789,-0.395466715,0.084448658,0.576583663,0.684589451,0.501091774,0.39496558,0.514011585,0.794410172,1.007859772,1.048535847,1.133677522,1.341967292,1.604893758,1.699427584,1.642290702,1.845129802,2.202610053,2.385480304,2.24187064,1.565670641,0.748690133,0.34509126,0.282189624
Isle of Man,-0.818193858,-0.181814475,0.470385221,1.042198645,1.471982581,1.780450657,2.074281421,2.326907113,2.414067815,2.303179557,2.062847026,1.747776807,1.461964053,1.296053698,1.291118385,1.392869925,1.561297985,1.656531688,1.552911919,1.183464169,0.659498831,0.030711588,-0.480178219,-0.639187486,-0.307893507,0.371530931,1.199946535,1.859162271,2.164515783,1.984478512,1.501697537,0.920191096,0.480783674,0.250719725,0.33517712,0.637914148,0.999381125,1.25938696,1.396103428,1.355800076,1.193242489,1.002728961,0.85867184,0.756277238,0.720382262,0.732732695,0.752220345,0.747835699,0.730060113,0.68228048,0.618544946,0.551157861
Israel,3.746722308,3.302447832,4.824517228,3.681922512,3.95601622,3.493804916,2.542509676,4.317752649,2.09091959,2.605781074,3.315976138,3.144392562,2.541555331,4.046614721,2.97542592,2.283471438,2.232490975,2.239108238,2.108800456,2.568359311,2.400950252,1.991385568,1.878106919,1.819125762,1.306891703,1.763629967,1.5471475,1.615171144,1.657057446,1.69646915,3.094602814,6.017008404,3.455466681,2.658091611,2.589262685,2.668286788,2.616505777,2.498394886,2.286878546,2.546433726,2.642331746,2.357117151,2.014058394,1.805519759,1.767623642,1.762897661,1.767805874,1.776100869,1.776579106,2.390207338,1.82675241,1.846790156
Italy,1.993928406,0.668382874,0.67662299,0.729553242,0.8226237,0.842108617,0.777304407,0.723778173,0.631737253,0.566058509,0.528877032,0.466452872,0.567712499,0.678187648,0.654388936,0.597247219,0.498851058,0.424722057,0.35631295,0.289147208,0.205999752,0.12005432,0.07408186,0.036294637,0.022350913,0.028899939,0.005449282,0.01020512,0.048320597,0.075009005,0.083708573,0.069231189,0.067924433,0.061135853,0.020372074,0.001588562,0.028104408,0.05290695,0.028774016,0.016820844,0.045303631,0.061638359,0.315748447,0.779446184,0.985760544,0.739383915,0.569053256,0.733272008,0.766549688,0.600742268,0.481764994,0.472754693
Jamaica,1.225462387,1.396716994,1.594565292,1.68676945,1.612222736,1.44428882,1.305352095,1.157877785,1.092436503,1.15741127,1.295893911,1.414715911,1.545963836,1.593205995,1.510589318,1.35778629,1.220334684,1.058471715,1.010128548,1.139163783,1.362230188,1.364302965,1.733034279,1.833012993,1.72986363,1.359201845,1.063084252,0.631616946,0.246441579,0.782030018,0.633803421,0.668970226,0.704137032,0.739303838,0.774470644,0.80963745,1.199368383,0.957393762,0.892249074,0.682484619,0.584824601,0.592975993,0.486631138,0.312968787,0.471143392,0.465161092,0.478028576,0.47575433,0.425135826,0.312105477,0.248244815,0.258870989
Japan,0.889609026,2.606188325,0.93199469,1.017429511,1.041943684,1.074694267,0.913064484,0.932605318,0.333026385,2.067320348,1.13052183,1.287379355,1.400779181,0.827813913,1.908956846,1.60110038,0.739620035,0.963675751,0.904880694,0.842409475,0.784007592,0.738816652,0.678537273,0.681511043,0.634413291,0.611368674,0.609299871,0.491825133,0.426638544,0.40939466,0.341370597,0.310355946,0.248237081,0.246819413,0.340685789,0.381789601,0.256369567,0.262058819,0.252672401,0.189678394,0.17355637,0.219668696,0.232527187,0.213980949,0.033662258,0.009392097,-0.01330573,0.01154478,-0.052224332,-0.114456533,-0.084310163,0.287398837
Jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordan,4.767308778,5.469819855,5.631059387,5.798579639,5.981853275,6.123579759,6.211670402,6.305894661,6.106727377,5.553220174,4.856297206,4.273828718,3.723814106,3.39290066,3.361687472,3.502025462,3.596083462,3.681219337,3.754559983,3.796418954,3.817381281,3.878256585,3.99918268,3.993377675,3.811168024,3.568957299,3.712378553,3.64977875,3.521247244,3.597989471,3.662471427,11.1806565,5.167403669,4.528387378,3.889371087,3.250354797,3.052920503,3.052920503,3.053917632,1.791401552,2.469000707,2.470532238,2.420890665,2.470229505,2.410677289,2.270807288,2.292651909,2.232434885,2.18368359,2.187747484,2.207078386,2.191778939
Kazakhstan,4.242267767,4.068206872,3.848355733,3.562876459,3.208765172,2.822774553,2.42144811,2.064255221,1.806777164,1.677735891,1.637802294,1.629294821,1.60028619,1.544243279,1.4437328,1.317490101,1.025632112,1.025632112,1.025632112,1.025632112,1.149883304,1.149883304,1.149883304,1.149883304,1.149883304,1.149883304,0.732967423,0.732967423,0.732967423,0.732967423,0.604342663,0.625030618,-0.069352202,-0.663278467,-1.450854034,-1.752256205,-1.514558831,-1.579965566,-1.726093752,-0.952511042,-0.300548838,-0.170069526,0.004125545,0.336408914,0.694909484,0.888898043,1.057671309,1.143851233,1.21835923,2.641105833,1.417845541,1.43043505
Kenya,3.068689661,3.109440159,3.14934873,3.187059159,3.222180962,3.256445994,3.288785168,3.323791042,3.367209074,3.420624998,3.479047469,3.536024279,3.586420101,3.629700518,3.664404231,3.692106862,3.710957663,3.72656135,3.746097242,3.771453518,3.796140824,3.813831895,3.816813584,3.801873572,3.767084037,3.717267869,3.659029955,3.597040707,3.531158027,3.462779202,3.390849761,3.325851279,3.255897638,3.160512609,3.034949156,2.895904856,2.754269558,2.636592206,2.56362862,2.545889758,2.565274051,2.597608449,2.620534376,2.629839509,2.618476941,2.595259834,2.567850252,2.551392077,2.555218074,2.584335131,2.627211329,2.671892519
Kiribati,1.957713577,1.957713453,1.948858399,1.928291942,1.899088705,1.864051592,1.825731512,1.786450574,1.748326018,1.7132929,1.683124149,1.716070161,1.628593877,1.596266872,1.615628763,1.683392983,1.41042086,1.679791955,1.872491694,1.992290473,2.043878012,2.131071841,2.250553306,2.304551127,2.298459939,2.237523683,2.204487985,2.171452287,2.138416589,2.105380891,1.392636784,1.817880801,1.492301784,1.289736254,1.269376091,1.38170555,1.519823189,1.62134268,1.706530301,1.759117295,1.784667925,1.816516096,1.849534763,1.851999523,1.810580006,1.74359905,1.66668728,1.600441421,1.554513882,1.536839134,1.537689796,1.542103636
North Korea,2.678213197,2.46689963,2.2749319,2.211324491,2.331586124,2.56301575,2.789577402,2.928190298,2.989037266,2.952303187,2.844384221,2.741368011,2.640492209,2.475217942,2.236817395,1.961485478,1.661533581,1.406257228,1.266802995,1.279806435,1.396581396,1.548878336,1.664338097,1.722045294,1.695530515,1.613800196,1.513891033,1.441249451,1.412442932,1.444015669,1.511146152,1.590640951,1.638347699,1.624868544,1.531621291,1.385198078,1.223463234,1.082334127,0.969274919,0.898166206,0.857250836,0.823555054,0.781729275,0.736490925,0.683904648,0.627579456,0.573289704,0.526784175,0.489138439,0.462530083,0.444793639,0.430579977
South Korea,3.153936956,2.564349278,2.728383919,2.624498677,2.535278891,2.459354284,2.381975692,2.303332627,2.236532192,2.180589309,2.13462897,2.085718345,2.034133636,1.991788529,1.957998924,1.932142794,1.597109725,1.558271799,1.518133298,1.516746524,1.559681621,1.558973367,1.545213899,1.474104132,1.235136973,0.985084063,0.922070199,0.944919367,0.957517788,0.960234988,1.147240116,0.926437777,0.908772977,0.896049042,0.897089929,1.429457257,0.953460179,0.937927054,0.722024797,0.710413734,0.835251852,0.739684398,0.558019536,0.496434865,0.375399302,0.205870499,0.484924792,0.466124387,0.719656196,0.474876314,0.462512996,0.744037549
"United Korea (former)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,2.02673604,1.986474103,2.857337244,2.777956411,2.702867239,2.631730832,2.564243061,2.588274783,2.43702226,2.379041684,2.323756013,2.27098162,2.455568926,2.320289708,2.342381367,2.21574796,2.239169031,2.120220765,2.076199145,2.101060006,1.992097749,2.017640848,1.914544758,2.00257005,2.023988135,2.102811036,2.059502036,2.075002402,2.144551714,1.990115432,1.897590146,1.914952133,1.77550356,1.693650953,1.615380911,1.589700641,1.46773672,1.302792853,-5.924733485,-10.95514942,-3.582127645,0.067859323,0.067930793,0.067884679,0.067838626,0.067909885,0.803200286,0.803261833,0.803213478,0.803171845,0.803248961,1.043319754
Kuwait,9.759287022,11.69712334,12.820464,12.93511914,12.19952188,11.11057368,10.10621987,9.34471525,8.70938326,8.211415872,7.802807577,7.424481803,7.05071169,6.697854235,6.362290683,6.050618314,5.746715665,5.478201349,5.281758311,5.162320154,5.083231729,4.871259225,4.617079988,4.538523981,4.66451268,4.828741556,5.240917978,5.381280653,4.582842643,2.694123325,0.19835849,-2.75265025,,,,,0.012837716,3.066042548,4.932350574,5.166922453,4.401391498,3.483668027,2.95299885,2.715220553,2.905443639,3.347298771,3.788898765,4.016868376,4.024946784,3.771066421,3.360736031,2.927780972
Kyrgyz Republic,3.071216677,3.776249233,3.3777425,3.383440848,3.324812257,3.078015946,3.136852074,3.012208894,2.945413469,2.678215772,2.223945997,2.086264695,2.157026598,2.101967808,2.19837318,2.102497532,1.993721223,1.92262579,1.829019298,1.84403799,1.824471061,1.873206267,1.974517144,2.079679038,2.014330426,1.869355155,1.891626258,1.90236035,1.764962711,2.090178019,1.924484883,1.635307708,1.153816119,0.028786218,-0.035430369,0.998300396,1.480089704,1.458502175,1.534038154,1.486072263,1.191125924,0.948856614,0.917899317,1.048444924,1.210105425,1.127864459,1.075051294,0.953586964,0.950220145,1.207265644,1.192864429,1.087367101
Lao,2.308014494,2.305598095,2.305970019,2.309425925,2.316212316,2.325776258,2.312845418,2.297629233,2.322688525,2.398657693,2.493480092,2.631892976,2.72026821,2.635807303,2.338046018,1.921495979,1.457869797,1.100188456,0.964455128,1.126417333,1.493715667,1.91149308,2.25273285,2.511628078,2.648613583,2.697559929,2.725079355,2.764534706,2.792136772,2.812980579,2.821775184,2.820583368,2.794811967,2.728125573,2.615469583,2.473045914,2.326131113,2.188925242,2.057183522,1.935416708,1.824688744,1.712744456,1.609994859,1.540423906,1.511743123,1.51111471,1.521920915,1.525780522,1.51618522,1.485785207,1.441602702,1.395546413
Latvia,0.69012433,1.483626751,1.333809317,1.335613098,1.3345686,1.122646396,0.760499724,0.785400368,0.968646698,0.838010969,0.680132523,0.727478965,0.808250226,0.837374915,0.880573503,0.77428454,0.603153488,0.568356002,0.515675053,0.321031541,0.229111155,0.306890036,0.46169759,0.588173151,0.627872772,0.654593344,0.811742391,1.02138562,1.017088826,0.5082722,-0.142736398,-0.473114694,-1.376795066,-1.971932096,-1.673828701,-1.425810812,-1.126375096,-0.996762289,-0.942918937,-0.813961204,-0.734636293,-0.760325795,-0.698267615,-0.569559723,-0.539999816,-0.533541998,-0.547636087,-0.519189396,-0.44058075,-0.498128848,-0.704344542,-0.852571475
Lebanon,3.115705566,3.089840221,3.034113302,2.93231032,2.780427312,2.603076071,2.377029699,2.174364087,2.095870971,2.177089686,2.342914024,2.569367787,2.698753391,2.579257812,2.147949595,1.52897541,0.840923008,0.268408372,-0.076384536,-0.096431557,0.119227805,0.4535547,0.724922604,0.839604212,0.719628292,0.46119312,0.10301466,-0.127380984,0.002149189,0.623838679,1.554532767,2.600862018,3.402199804,3.730937645,3.480242202,2.873218715,2.175515466,1.631455117,1.293144146,1.250649635,1.407274378,1.605657756,1.710314656,1.714999571,1.578687656,1.350949226,1.105230384,0.908983536,0.771958113,0.719164783,0.726614484,0.749573263
Lesotho,1.666116142,1.731644497,1.795051378,1.850232476,1.894066786,1.929679165,1.96952226,2.010764223,2.037610126,2.047421797,2.049524807,2.039855588,2.043505472,2.091987412,2.197279358,2.334934312,2.470031275,2.574769272,2.64681314,2.677477826,2.67363131,2.667724677,2.650676744,2.585329989,2.464788158,2.311596419,2.148132392,2.005271275,1.901372405,1.84911859,1.834154681,1.814419221,1.786850705,1.785430522,1.813735364,1.854506172,1.914703338,1.94871965,1.898213748,1.740455828,1.515645777,1.270236295,1.064111156,0.92666679,0.884700551,0.911608698,0.954355904,0.981330678,1.005502692,1.018992765,1.023821129,1.032044405
Liberia,2.355403543,2.389098284,2.420343433,2.453368008,2.490268914,2.530002382,2.56774581,2.603245744,2.640028061,2.678594339,2.717755629,2.750910919,2.781151837,2.817452817,2.861460699,2.906602,2.887277729,2.846579369,2.882562907,3.015929488,3.172708731,3.395216063,3.485767196,3.200129353,2.462591285,1.459290115,0.444003122,-0.390614925,-1.038459802,-1.405694901,-1.500881345,-1.694642818,-1.793592652,-1.154937105,0.458468814,2.644673575,5.082891933,6.86908941,7.361464614,6.481115516,4.906374239,3.180243218,1.913533821,1.370040195,1.80454489,2.862801994,4.039151595,4.815568762,5.081578438,4.736935415,4.041213236,3.310780413
Libya,3.744468345,3.678564303,3.623585863,3.627926488,3.713583662,3.847067842,3.978584229,4.076083933,4.146674107,4.184583144,4.200959345,4.217570172,4.239266513,4.254490593,4.26337339,4.270772652,4.220303558,4.172021092,4.230559433,4.415570766,4.641287463,4.8877221,5.001481871,4.844099347,4.380308151,3.74905161,3.096778495,2.564122883,2.188098029,2.017644469,1.990890688,1.996927148,1.972442584,1.946771399,1.905711884,1.858052432,1.819078278,1.801828516,1.804576832,1.829749412,1.869040535,1.895857967,1.913225515,1.945674982,1.996428777,2.047117906,2.126878537,2.170384228,2.079601767,1.821584143,1.465339568,1.059027181
Liechtenstein,2.352187133,2.357121988,2.366215648,2.407149543,2.498741886,2.608937754,2.735132162,2.79889099,2.757110604,2.582542439,2.3257413,2.043772043,1.804799528,1.639930405,1.578575156,1.584105837,1.605895691,1.605466965,1.600562178,1.579375514,1.550852459,1.523261697,1.511949717,1.478056965,1.445318546,1.406305064,1.357727029,1.325192261,1.300779197,1.294561999,1.302169554,1.316079041,1.319146475,1.315237439,1.30143675,1.275021339,1.24301011,1.21198222,1.191236657,1.177213099,1.172647885,1.168082034,1.157569196,1.123740238,1.050162494,0.958580196,0.858078761,0.771413284,0.72047439,0.70413936,0.724196803,0.752049552
Lithuania,1.55001939,1.606574959,1.399730954,1.235633443,1.242699159,1.227445511,1.224197913,1.201180912,1.125231323,0.920478953,1.036281026,1.245582855,1.081907096,0.954349569,0.903795649,0.844284714,0.814807302,0.789147833,0.726941155,0.540861205,0.451032941,0.576822232,0.703386263,0.807019735,0.829019019,0.859591157,0.965016473,1.041052831,1.063956866,0.795883483,0.36799903,0.170116869,-0.108586325,-0.474107543,-0.694003963,-0.769728018,-0.760343408,-0.737830358,-0.724436207,-0.709489234,-0.70338544,-0.522689903,-0.351694274,-0.429421707,-0.540336616,-0.621529776,-0.594033871,-0.545490813,-0.519861403,-0.557188517,-1.588738747,-2.583266138
Luxembourg,0.787241986,0.911525536,1.224930819,1.039010665,1.11990125,1.137668698,0.719876267,0.328903405,0.254902537,0.49008786,0.493889467,0.953656918,1.213040312,1.104666566,1.304058168,1.092447839,0.494942519,0.173662847,0.179439197,0.234251269,0.355980932,0.294773135,0.082107428,0.026533652,0.102785608,0.193256819,0.448670999,0.648083393,0.725614579,0.972627746,1.251745707,1.33968317,1.328347571,1.342387029,1.361840137,1.404742464,1.361143941,1.253502484,1.243870803,1.350621285,1.344082996,1.190456345,1.047660816,1.21520088,1.421332565,1.530054663,1.595051918,1.544386847,1.787496632,1.85177523,1.825405804,1.962457738
"Macao, China",0.801688475,2.123116632,3.308467717,4.154033109,4.568692876,4.64298016,4.702890076,4.678365074,4.251872724,3.391870127,2.291845476,1.142475695,0.157824651,-0.566727932,-0.911822381,-0.937132805,-0.930137604,-0.893727433,-0.522441437,0.252099935,1.292893298,2.415856507,3.376239487,4.038267116,4.321369895,4.32852737,4.295846356,4.250072644,4.03779295,3.656887699,3.182071252,2.683642445,2.246076714,1.915194455,1.727750774,1.649976951,1.5891096,1.530198097,1.541398195,1.62930539,1.769577303,1.925914787,2.069674219,2.196962042,2.295969002,2.367488142,2.43728572,2.491079545,2.490726039,2.426052004,2.318750843,2.196767033
"Macedonia, FYR",0.699063329,0.964232761,1.217405294,1.372212552,1.380856535,1.289980171,1.180932207,1.115110771,1.087021784,1.115029314,1.181401131,1.236985944,1.271578995,1.317812558,1.377348612,1.435234185,1.518199017,1.570804527,1.506049622,1.292125734,0.986840444,0.633038294,0.337096204,0.186987761,0.241925221,0.440264782,0.687890003,0.879825871,0.983444682,0.956386993,0.838553316,0.700449378,0.595847436,0.519672144,0.488993763,0.490637786,0.497820686,0.490917067,0.473412603,0.439405732,0.394637381,0.347017092,0.306067351,0.274760585,0.257088668,0.249069924,0.244144001,0.236176333,0.224463482,0.206604957,0.184294153,0.161475876
Madagascar,2.359698329,2.38662152,2.412577047,2.436496482,2.458064892,2.478594607,2.496524723,2.516200048,2.543833766,2.581429154,2.624067167,2.663049809,2.694837575,2.722615842,2.745524912,2.762184412,2.785207454,2.801275332,2.785540238,2.731782569,2.658334861,2.57897772,2.522668017,2.510540754,2.55395381,2.634014183,2.721904132,2.797005482,2.860743571,2.907185818,2.941273147,2.97028872,3.000855548,3.033118966,3.068419865,3.102733045,3.134431106,3.156177512,3.161368428,3.147512154,3.120910828,3.089828841,3.060982709,3.035145558,3.014409798,2.996795579,2.979348656,2.959646814,2.937869572,2.913549707,2.888047569,2.861632169
