country,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Canada,2.298626535,2.00112211,1.859888233,1.862845928,1.885714943,1.810166597,1.862813771,1.799356505,1.613408503,1.359783472,1.3978316,1.496600637,1.595369674,1.69413871,1.792907747,1.891676784,1.322595092,1.175141392,1.003520715,0.99766936,1.293244953,1.240595387,1.205555298,1.002811515,0.961733829,0.929446703,1.004879395,1.311767682,1.291064804,1.783590046,1.493593109,1.360506045,1.227418982,1.094331918,0.961244855,0.828157791,1.077164681,1.057015395,0.865613663,0.827369318,0.882998577,1.009521666,0.897131277,0.996232739,1.002034424,0.985903767,0.813941428,1.079789571,1.175475786,1.22477123,1.168640257,1.039517903
Cape Verde,1.984159778,2.277443327,2.539855378,2.712896418,2.7662044,2.738776146,2.637799876,2.546300018,2.544720175,2.665892131,2.831734801,3.089428538,3.221630941,2.958372595,2.21344311,1.192894344,0.017342377,-0.961567589,-1.419125857,-1.108140764,-0.226042212,0.892531274,1.798181575,2.302712226,2.241578565,1.818983215,1.298758834,0.954337843,0.856822511,1.111965477,1.597866109,2.128465451,2.518796868,2.729678221,2.705972681,2.524340915,2.307663796,2.136279483,1.992642325,1.898982496,1.837294157,1.781231997,1.702802004,1.597586924,1.457274539,1.29813767,1.132115335,0.989511762,0.896136847,0.86824544,0.886581616,0.920350391
Cayman Islands,2.883489231,2.26046646,1.689168645,1.251344389,1.027086527,1.028138208,0.983539493,0.996497885,1.420843951,2.349432908,3.507635322,4.696755584,5.607492691,6.157481985,6.343820927,6.255573938,6.182212746,6.099712744,5.775105662,5.224117725,4.556306561,3.856810716,3.322415574,3.183494432,3.488848118,4.077655303,4.69187788,5.126254797,5.345919411,5.297026874,5.103469599,4.925074605,4.805375827,4.641551697,4.432453206,4.219904004,3.899549215,3.642944256,3.727622303,4.214631339,4.871055545,5.578499529,5.973151055,5.808028218,5.012875586,3.891617546,2.725211111,1.784328323,1.120276506,0.842807849,0.833985529,0.883512152
Central African Republic,1.611103477,1.696720874,1.777679414,1.852690386,1.920554875,1.979263243,2.043581403,2.098011945,2.112912379,2.079848778,2.019591098,1.952425012,1.909983657,1.911768945,1.971497865,2.072370913,2.162666285,2.243230137,2.358562861,2.513604884,2.680631421,2.867025941,3.006666268,3.020635283,2.882969358,2.655405974,2.392942466,2.185841607,2.08973195,2.140461259,2.283699658,2.442682392,2.547974825,2.588954047,2.544433712,2.441245915,2.338660712,2.251782181,2.146049405,2.021317472,1.890457224,1.752993036,1.636884774,1.576260987,1.586444295,1.646151975,1.718745389,1.779915605,1.834124706,1.873971766,1.902140103,1.930462313
Chad,2.076736981,2.11942916,2.153639878,2.167415113,2.155639356,2.129461704,2.089139444,2.060710777,2.072749339,2.136971538,2.23021317,2.34315446,2.428313334,2.441338083,2.363073406,2.231617838,2.092132907,1.995279707,1.959838143,2.004952528,2.108483808,2.21561135,2.314949051,2.441085329,2.594182056,2.757289232,2.929695084,3.076355801,3.157842073,3.16022157,3.113056221,3.056051616,3.020978329,3.010388119,3.033581384,3.080144395,3.108783268,3.129642198,3.187537543,3.289277706,3.406102508,3.532173814,3.611579532,3.58884608,3.445554494,3.230798029,3.001585831,2.813570818,2.681872422,2.624660462,2.618044424,2.622150676
Channel Islands,0.824258662,0.896369133,0.962009682,1.012373062,1.045307225,1.057109858,1.060682857,1.058917516,1.04950712,1.034437061,1.008986472,0.995637969,0.972871602,0.898536565,0.759250474,0.584281672,0.383953449,0.220540255,0.155660409,0.224415907,0.391129689,0.578407532,0.733941153,0.86542764,0.951117369,0.998359432,1.055230002,1.102881887,1.066190592,0.924220996,0.716864349,0.474833686,0.265973637,0.14510041,0.148421459,0.239835334,0.361486001,0.458064187,0.519257202,0.526948324,0.498730068,0.456535591,0.431275252,0.43281862,0.474892924,0.539219306,0.615860815,0.670506655,0.671973533,0.600022173,0.47978652,0.341115073
Chile,2.517258623,2.539408998,2.539503758,2.503663067,2.426451496,2.322014867,2.208381277,2.102387158,2.008210064,1.932138655,1.869049002,1.814558563,1.758283906,1.693575432,1.616717712,1.536407363,1.455133151,1.391677145,1.365701338,1.386822648,1.440776041,1.505981761,1.563541383,1.610655997,1.640387513,1.657606713,1.666365925,1.677585767,1.698727057,1.733662417,1.772795867,1.814625185,1.837596835,1.818502408,1.747109299,1.640979234,1.52448951,1.420202151,1.33288005,1.271179523,1.22843008,1.188641387,1.145608973,1.107642349,1.074521053,1.045315923,1.018922132,0.994373144,0.971258603,0.948971207,0.92723685,0.90647763
China,1.832867664,-1.015527787,0.820455549,2.457647404,2.320682987,2.381368103,2.787331838,2.57069762,2.610902626,2.740002106,2.761675566,2.74691555,2.45735693,2.283395364,2.065955013,1.766391782,1.547337973,1.362779476,1.338182338,1.333927954,1.254221052,1.280952344,1.47267476,1.444949695,1.312068761,1.361699118,1.487398929,1.603605087,1.610071086,1.533169996,1.467303211,1.364434008,1.225536228,1.149619431,1.130260632,1.086509151,1.048141514,1.023450024,0.959550406,0.865851393,0.787956593,0.726380638,0.669999568,0.622860936,0.593932815,0.58812499,0.558374367,0.522271866,0.512386932,0.506395011,0.482916263,0.470180269
Christmas Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cocos Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,2.964422447,2.971260311,2.971420578,2.965033929,2.951774909,2.930048901,2.912009399,2.884138792,2.822032839,2.719538984,2.594978142,2.463007249,2.351627151,2.280349418,2.260504225,2.275047123,2.296825298,2.307059403,2.308206258,2.294900014,2.27120557,2.247208024,2.225588377,2.199888725,2.169752572,2.136462605,2.102254513,2.068152896,2.033521816,1.998711782,1.964149917,1.92882416,1.894346824,1.863546248,1.837397486,1.814195612,1.792409611,1.769183723,1.742620703,1.711517165,1.677583862,1.642280531,1.608704887,1.579015068,1.554516448,1.533155614,1.512604231,1.489625361,1.462579403,1.430121979,1.39383392,1.356533708
Comoros,1.858111229,1.823705707,1.811523212,1.839627248,1.913738791,2.019818495,2.159939389,2.293005776,2.370719054,2.373458904,2.339016998,2.263379232,2.241398573,2.379888392,2.720722064,3.169109352,3.629527994,3.967809218,4.113776011,4.032106499,3.805287733,3.559606979,3.35810571,3.167926447,3.003972095,2.863228598,2.723753048,2.591564988,2.495410929,2.443076785,2.423414039,2.414235561,2.409346456,2.418744563,2.44166873,2.474312086,2.511444485,2.548586995,2.581590462,2.609202231,2.630894048,2.649189433,2.665312004,2.67821247,2.688910789,2.695201955,2.698215828,2.694835335,2.679939047,2.653028462,2.616583062,2.578646303
"Congo, Dem. Rep.",2.55117437,2.568556763,2.590720287,2.629728007,2.690601247,2.761970302,2.838057552,2.897878732,2.923416574,2.90710111,2.865665826,2.812379743,2.773605433,2.767206307,2.802662495,2.86201701,2.935832312,2.990566575,2.99817987,2.946943715,2.864052253,2.782499687,2.734718758,2.72945695,2.777223512,2.864264365,2.919246728,2.970012401,3.104170086,3.336306606,3.603196429,3.905528398,4.108226773,4.068721248,3.746849709,3.268651135,2.747793555,2.344084499,2.14265433,2.205203689,2.440198276,2.70993186,2.902975538,3.015375135,3.016328442,2.943673574,2.863311595,2.809715468,2.763285589,2.730535686,2.706610116,2.679994104
"Congo, Rep.",2.512705803,2.569360767,2.622711605,2.669472035,2.70849965,2.742229244,2.767872741,2.794259002,2.833744344,2.889975315,2.952635547,3.017408451,3.06584773,3.081723522,3.058477786,3.011063563,2.954207337,2.908501764,2.884651292,2.889853143,2.911887978,2.937276628,2.949815909,2.943057127,2.912181065,2.866484631,2.8205219,2.78290669,2.750966225,2.726955799,2.709875346,2.686023494,2.664259518,2.665302259,2.694085698,2.736177122,2.793414828,2.83209879,2.813473727,2.724042606,2.595308808,2.443206795,2.325237295,2.291862348,2.366716173,2.505152542,2.663868476,2.773614431,2.794623116,2.703116434,2.541231813,2.367290752
Cook Is,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Costa Rica,3.431356727,3.492266628,3.518202735,3.48160715,3.372028669,3.216850276,3.064201118,2.931024616,2.797277257,2.666340402,2.546178668,2.423724324,2.32520057,2.292689138,2.340077831,2.439847318,2.551592757,2.643965334,2.714534993,2.753453544,2.768381656,2.779213241,2.789823681,2.786431065,2.768063546,2.738723068,2.707627795,2.675819977,2.637047728,2.591477038,2.543406724,2.483718446,2.429320854,2.406974627,2.424972032,2.463713574,2.510147074,2.53069634,2.498898103,2.401727047,2.262503284,2.114814179,1.984966997,1.874009718,1.790581785,1.72755249,1.666246325,1.602582873,1.549180305,1.507032758,1.472445586,1.442426033
Cote d'Ivoire,3.608570085,3.753389642,3.877880413,3.95689985,3.981380253,3.974918448,3.958940762,3.964843525,4.00861905,4.098734551,4.213837529,4.318746173,4.399830812,4.469832131,4.526368123,4.566975377,4.59054062,4.595089069,4.578985789,4.542080476,4.48632113,4.42823612,4.356879121,4.249120608,4.101805814,3.934001333,3.753796796,3.592120892,3.476143683,3.416360758,3.387934893,3.363155148,3.311790926,3.223788832,3.090081321,2.92610677,2.773117179,2.630551831,2.463749732,2.268575628,2.064163017,1.859444107,1.689240809,1.58711502,1.570705108,1.617285442,1.67849226,1.735241205,1.808282045,1.893886001,1.984181582,2.081232195
Croatia,0.623133892,0.762112636,0.72684371,0.694944552,0.665924148,0.639314712,0.604652967,0.601018877,0.574516079,0.525655388,0.545579859,0.54261943,0.494827789,0.470062392,0.423398934,0.377317037,0.353826088,0.044140364,0.528170209,0.328695356,0.371219968,0.434972385,0.584227526,0.516463349,0.449727681,0.447714183,0.445718634,0.38046968,0.358008152,0.209995864,0.272337011,-5.814338932,-0.890874433,3.732595526,0.215285323,0.407769639,-3.820174223,1.720757217,-1.565115162,1.170637333,-2.850972601,0.315813482,0,0,-0.022525059,0.067559962,-0.045034903,-0.090130696,-0.045095829,-0.112828625,-0.248671994,-0.249291914
Cuba,1.913508465,2.056747573,2.174643366,2.225008951,2.187108729,2.089640769,1.969179091,1.865686851,1.791375883,1.76023547,1.753002437,1.755416953,1.730615504,1.650414725,1.499132029,1.302740692,1.10223447,0.928138685,0.779794646,0.66879609,0.591623168,0.508882998,0.438024847,0.437873532,0.526771313,0.673558831,0.849715693,0.995344005,1.064888762,1.028799535,0.918338205,0.789593505,0.682536551,0.591122346,0.528281156,0.486955616,0.443121986,0.392717574,0.355426267,0.334419461,0.324101616,0.322372377,0.316066126,0.291242003,0.240083894,0.171388884,0.096645712,0.03162359,-0.015814983,-0.037967942,-0.041286632,-0.038326833
Cyprus,1.045416022,0.60410844,0.225083852,0.038762373,0.124146079,0.404564921,0.744823651,1.019385135,1.209100521,1.266932392,1.231368416,1.174690885,1.145292382,1.127286651,1.1324653,1.148561002,1.187989221,1.207697238,1.151565081,0.996523988,0.787913042,0.546272566,0.365951995,0.339698062,0.522442004,0.851928831,1.220791521,1.537538211,1.79420073,1.95874727,2.050853194,2.132671554,2.212104122,2.241559926,2.21582762,2.152828961,2.065554974,1.981998345,1.923656882,1.902909953,1.903955099,1.909783912,1.894814787,1.846354387,1.755012919,1.636070643,1.510000173,1.397740464,1.305982783,1.243122039,1.200860328,1.16359623
Czech Republic,1.306507785,-0.160042501,0.395694491,0.477058972,0.58890324,0.528566073,0.425318535,0.323870353,0.237687869,0.204663762,-0.389873238,-0.317563701,0.41450322,0.552141692,0.664900388,0.699965182,0.667037111,0.598799763,0.541813438,0.489354496,0.115087338,-0.034962755,0.138100551,0.087505593,0.06155688,0.066820435,0.049411624,0.049213263,0.076879259,0.055917204,-0.267830773,-0.240064842,0.102241165,0.103947042,0.036121766,-0.061314063,-0.116381299,-0.107762749,-0.094744752,-0.102175934,-0.112258212,-0.34942087,-0.309549365,0.024583319,0.084746025,0.193742982,0.32485824,0.63122155,0.868815999,0.601029549,0.310506715,0.248820586
Czechoslovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,0.665278655,0.698142052,0.778454922,0.787727453,0.799212891,0.779239735,0.803006033,0.788419835,0.608832366,0.552993325,0.751422718,0.694895771,0.571991415,0.604488383,0.46559401,0.288268796,0.251350792,0.311445516,0.310596093,0.245630489,0.12160362,-0.028405212,-0.073481,-0.068666212,-0.052376727,0.040526889,0.133727781,0.12666434,0.048593386,0.059987665,0.16245632,0.259518212,0.330671402,0.333166396,0.337707376,0.520962181,0.565926342,0.415564969,0.363162524,0.330886246,0.334233619,0.358315679,0.319487125,0.272010444,0.258432282,0.275481733,0.328645159,0.443466054,0.58754759,0.535079062,0.444197155,0.473256595
Djibouti,5.009289626,5.697185199,6.254160358,6.587254813,6.679335486,6.627544363,6.615666525,6.643495976,6.582846649,6.43672375,6.281499458,5.943377221,5.723355656,6.035835793,6.928724766,7.990764984,9.110707867,9.665590507,9.215223562,7.796187896,5.997875963,4.081858408,2.683371721,2.294193183,3.177613922,4.77777088,6.515353431,7.568146927,7.603876314,6.565020424,5.000896134,3.383568788,2.176132019,1.518763787,1.591975454,2.148569934,2.816458132,3.254932282,3.42324495,3.232382791,2.820686857,2.386018612,2.070063297,1.858657462,1.79211573,1.826273134,1.876836977,1.896595615,1.909456281,1.904757753,1.888509482,1.87802296
Dominica,1.841393938,1.683655497,1.542906795,1.497213739,1.580001017,1.732403726,1.929388848,2.055526341,1.989504042,1.681870557,1.223049049,0.688434678,0.237257969,0.011151225,0.091950186,0.390541347,0.768277926,1.046154961,1.121567848,0.914448388,0.51919123,0.08229033,-0.276338691,-0.558992337,-0.718321552,-0.777824536,-0.83868512,-0.903800852,-0.867428499,-0.699401368,-0.441737843,-0.118503484,0.169247734,0.308140638,0.237141505,0.019619659,-0.252546645,-0.475956682,-0.604539412,-0.592501484,-0.473958288,-0.323464367,-0.210453562,-0.145847348,-0.163428269,-0.234762302,-0.326975768,-0.387942208,-0.40265661,-0.348322307,-0.243221252,-0.121093996
Dominican Republic,3.365365435,3.341724124,3.308474571,3.263999954,3.208355815,3.145064336,3.078601044,3.01207323,2.945748166,2.880717683,2.817097196,2.75560532,2.695179679,2.634439513,2.573210424,2.513278397,2.453724768,2.399454122,2.356840637,2.328254325,2.308903945,2.29235827,2.272945078,2.249565411,2.220193345,2.186626186,2.151007837,2.116267366,2.083484127,2.053555232,2.024421852,1.997521849,1.966857656,1.924514445,1.867585441,1.80203498,1.733915238,1.672538285,1.623499961,1.59075321,1.569556819,1.550871491,1.529612784,1.508057351,1.484874786,1.460288058,1.436248416,1.412250755,1.385599903,1.355537718,1.322944282,1.289691792
East Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ecuador,2.867349981,2.907115193,2.941187151,2.966111637,2.980112391,2.985604863,2.987704644,2.987641521,2.982421949,2.972197353,2.958307393,2.940469807,2.921752411,2.906067884,2.894781527,2.885223319,2.87358041,2.857003414,2.835527162,2.808436051,2.776596962,2.740957395,2.702929512,2.663220682,2.622296334,2.579203131,2.532433944,2.48114079,2.425714131,2.365940391,2.301772545,2.244577668,2.184783768,2.102634272,1.992805169,1.86952488,1.73779156,1.626291153,1.563899727,1.564689032,1.607296304,1.66298976,1.701333849,1.71290163,1.686325962,1.633456906,1.576217759,1.527984346,1.483690803,1.446623057,1.414566808,1.382174512
Egypt,2.653564343,2.637488721,2.617801682,2.596938754,2.57613229,2.553991151,2.535117016,2.512037365,2.473085418,2.414967343,2.347249652,2.27842074,2.222891666,2.190057052,2.185810437,2.202129476,2.220783367,2.237147207,2.261613435,2.293929532,2.329284406,2.358504394,2.379385626,2.396066319,2.407794214,2.410542674,2.418430705,2.411479897,2.355546649,2.240583469,2.090826998,1.932382292,1.798980049,1.707334478,1.671475632,1.676340538,1.68825169,1.695122699,1.713613665,1.742423853,1.776681565,1.815847786,1.850441629,1.868865517,1.865833527,1.847360943,1.823142966,1.800742088,1.779877801,1.762775838,1.746995137,1.730107463
El Salvador,2.914780811,3.061351413,3.169769025,3.211788451,3.176284815,3.088974012,2.981004254,2.882064759,2.799514657,2.742768588,2.699953632,2.656181784,2.595069301,2.512215082,2.402787068,2.276168836,2.151521592,2.034361944,1.914765183,1.793413033,1.674959585,1.559931608,1.457796467,1.380182287,1.332780885,1.309506652,1.281197932,1.255506795,1.266765729,1.322522183,1.400920386,1.496885743,1.562016546,1.544045511,1.41847939,1.221032118,1.006567916,0.820261259,0.665588092,0.55978542,0.492955459,0.432073287,0.371516523,0.338258432,0.336769772,0.359640284,0.395447938,0.433351492,0.470300681,0.501138107,0.527304763,0.55550313
Equatorial Guinea,1.281001747,1.177029253,1.107525145,1.175504737,1.428117459,1.753780624,2.218108523,2.500139184,2.191109615,1.140669279,-0.380154235,-2.081975796,-3.580193947,-4.659953025,-5.004697073,-4.645686113,-4.159357317,-3.602315635,-2.309543923,-0.138898267,2.509209033,5.337742006,7.465794209,8.229467235,7.596270069,6.247093423,4.83431702,3.799280161,3.139233027,2.978011977,3.141201362,3.327139456,3.384696277,3.414161709,3.39212906,3.336660178,3.288407179,3.262256554,3.238720383,3.21829315,3.198106173,3.180184316,3.157759822,3.119848782,3.063608026,2.99721901,2.924856412,2.860526468,2.81600494,2.797176952,2.792186696,2.789397343
Eritrea,2.48021122,2.52400443,2.560586817,2.586669244,2.601216808,2.608162945,2.617572687,2.629704138,2.636085263,2.636607172,2.636843397,2.619847044,2.612426141,2.657751346,2.768004588,2.91009275,3.062117792,3.168581461,3.186370362,3.096477818,2.939412316,2.7340012,2.553803468,2.462808749,2.489602464,2.574680118,2.739026835,2.825477339,2.648298466,2.142523468,1.455658655,0.698408275,0.112782752,-0.109292719,0.17346772,0.826439877,1.560153699,2.186783366,2.753425588,3.204023014,3.543671264,3.874710656,4.148829,4.225705863,4.084835529,3.812422358,3.497556235,3.234453151,3.057056175,2.996127059,3.008010842,3.029656527
Eritrea and Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Estonia,1.007235533,1.17759058,1.264280195,1.248495505,1.233100109,1.094226373,1.047896479,1.120438551,1.108023698,1.095139524,0.999995423,1.070376195,1.123907965,0.960032301,0.865266081,0.785459176,0.712743107,0.73604373,0.685613147,0.556254915,0.603352238,0.704718276,0.719876655,0.687096402,0.652187283,0.667063356,0.743509962,0.778102309,0.621622035,0.398143548,0.066490191,-0.502159185,-1.824181555,-2.574319978,-2.138588635,-1.785399536,-1.475364638,-1.14091924,-0.960559005,-0.760519414,-0.447259184,-0.396105896,-0.400846007,-0.37512013,-0.315741405,-0.236923417,-0.189616229,-0.139653436,-0.074337887,-0.030138615,-0.008207632,-0.012014204
Ethiopia,2.24598615,2.327371096,2.401583569,2.459392657,2.496128102,2.517339054,2.512242644,2.504152672,2.526705643,2.589998606,2.666147341,2.787513459,2.863227849,2.768767784,2.465844901,2.051550507,1.58727691,1.238569275,1.144955219,1.388834194,1.859434556,2.388304563,2.81743497,3.116840414,3.238478178,3.239638488,3.210886624,3.212060752,3.229835486,3.27744054,3.335678298,3.387994796,3.404354621,3.367952878,3.27072657,3.136104635,2.991471944,2.863547313,2.75981715,2.689141691,2.640763002,2.597697025,2.548006331,2.493741923,2.432051089,2.367077351,2.302209349,2.24459669,2.199031881,2.168156644,2.146809713,2.128754673
Faeroe Islands,1.46994593,1.328010027,1.191391605,1.093123148,1.084082032,1.121930636,1.171968448,1.193286479,1.187171301,1.139162703,1.064089533,0.983551007,0.92053427,0.894480745,0.921549793,0.982460552,1.04885736,1.100973245,1.146475623,1.192658308,1.225364298,1.222077381,1.207322781,1.208700015,1.245480013,1.276325985,1.388213934,1.4397408,1.206317988,0.608237256,-0.21214707,-1.190880572,-2.031345037,-2.411026319,-2.092799055,-1.231945185,-0.154202035,0.757214329,1.389289575,1.59237609,1.482193785,1.335510235,1.256152506,1.118466159,0.928854425,0.713300935,0.448658398,0.199903206,0.051456741,0.057600133,0.170548571,0.317717622
Falkland Is (Malvinas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,3.342776991,3.440926195,3.481949433,3.412932877,3.214186183,2.939625361,2.648261216,2.403626817,2.225613107,2.137138973,2.111247229,2.105408956,2.087603047,2.060432438,2.014943484,1.962832047,1.877912838,1.810207939,1.836457628,1.980948083,2.182959138,2.442625267,2.615696419,2.541578166,2.160853832,1.596054663,0.955372737,0.430782545,0.154528932,0.22817161,0.548737123,0.939027924,1.234625302,1.411943207,1.413051408,1.28795793,1.161536909,1.071322477,0.943634069,0.77655944,0.591978351,0.376514895,0.190789677,0.122790656,0.215467674,0.420430003,0.665579014,0.868272582,0.998746775,1.0226661,0.969098262,0.900280165
Finland,0.780665603,0.705711484,0.6799954,0.706977468,0.556315625,0.333374795,0.374800826,0.541550206,0.448972198,-0.058030841,-0.378718238,0.126203706,0.595195266,0.567909198,0.523542996,0.443863076,0.301448639,0.279738313,0.28712237,0.255579028,0.311078416,0.426515645,0.560285844,0.595991321,0.534342931,0.417068904,0.324794896,0.283626732,0.290689051,0.361018799,0.443382074,0.546172018,0.561909851,0.483854089,0.431048903,0.381655333,0.328037914,0.29737733,0.265472962,0.232116249,0.207606515,0.227687342,0.24238105,0.23845724,0.290350362,0.342248594,0.383777136,0.425429832,0.465549285,0.478246393,0.457494535,0.439949095
France,1.203190636,1.314948257,1.393588249,1.402360558,1.322044343,1.182398128,1.01811551,0.875842304,0.778815893,0.74811121,0.762952202,0.793490729,0.804961782,0.78606894,0.723174071,0.63235434,0.532912181,0.453183788,0.408233018,0.411338564,0.44885014,0.496131135,0.533589644,0.561430858,0.572554323,0.570617663,0.569828408,0.571203502,0.561737763,0.538943511,0.507523439,0.474556808,0.446593922,0.425377318,0.41402963,0.411879207,0.407477317,0.406574816,0.42698263,0.324874319,0.684578435,0.727334167,0.72667916,0.708165157,0.735700104,0.753214979,0.69662054,0.618171961,0.558432414,0.541817076,0.547533718,0.553180682
French Guiana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,2.844641934,2.93134073,3.027337713,3.134224623,3.262014052,3.385364927,3.510803021,3.605567062,3.623331436,3.555448695,3.434266699,3.29928844,3.187986275,3.110792393,3.08290148,3.083184784,3.081391295,3.061748876,3.041791036,3.01883858,2.987301857,2.959773976,2.921496335,2.855544266,2.755614813,2.634029392,2.51152292,2.401856141,2.301687194,2.216961325,2.144823826,2.067203412,1.993886551,1.952978916,1.95149329,1.972542845,2.006627413,2.021024685,1.984914386,1.88506629,1.742939467,1.590562164,1.460408155,1.360901664,1.30607342,1.282564986,1.266710765,1.242065465,1.215487519,1.181466735,1.143667668,1.106631364
Gabon,0.485600643,0.546542568,0.610547744,0.664878804,0.70486027,0.743572196,0.771108724,0.828564861,0.973727028,1.230544852,1.558176482,1.908304219,2.214028739,2.440036132,2.559626865,2.60597741,2.631438556,2.67185275,2.720343458,2.786018225,2.861056883,2.92782561,2.979952938,3.024691875,3.062257313,3.092776141,3.107265479,3.115352702,3.13463283,3.168807325,3.205137918,3.239273512,3.245728087,3.200757643,3.095227078,2.95117062,2.801127307,2.664993766,2.538015279,2.425984814,2.32692053,2.232766835,2.143406029,2.066932069,2.0053609,1.956524895,1.912179309,1.875035657,1.856246192,1.858361903,1.873954637,1.894899158
Gambia,3.160872478,2.527728385,1.970185448,1.626143126,1.572295643,1.727871771,1.911040258,2.052588499,2.23811991,2.458024186,2.690321135,2.957808563,3.199116413,3.322090434,3.30010941,3.195601643,3.074293821,3.014247535,3.044504385,3.189922043,3.408740109,3.591676584,3.738573323,3.936485869,4.189924989,4.444182539,4.706351719,4.864407283,4.800138487,4.486635548,4.035629415,3.568635919,3.193981575,2.933483947,2.820474658,2.810342002,2.812628089,2.796310504,2.805333708,2.83595372,2.878236916,2.931736528,2.977014187,2.991289485,2.965497987,2.914005691,2.857087153,2.810213297,2.77325281,2.750576451,2.736724967,2.722898473
Georgia,1.843752918,1.578435862,1.519342186,1.473021724,1.410306472,1.316771037,1.143478098,0.980879611,0.907052603,0.935667821,-2.79587302,1.042981926,4.770403033,0.880708361,0.868346221,0.73801073,0.721090302,0.681625222,0.58382341,0.736305278,0.842900505,0.820316229,0.846666493,0.878842348,0.853879671,0.876678995,0.888192529,0.825576239,0.990127868,0.262664316,-0.027068389,0.703475649,0.77451105,0.768558451,-1.013034746,-2.659709075,-2.522031834,-1.847511473,-0.982389344,-0.778544839,-0.771072946,-0.724616161,-0.672509797,-0.647027897,-0.245166188,0.988544256,0.840264328,-0.218519617,-0.107157931,0.616296226,0.947703289,0.742832431
Germany,0.782668664,0.769854344,0.879431692,0.925875063,0.805140883,0.853190437,0.834560801,0.457208527,0.444717326,0.792983738,0.332661393,0.183475314,0.478481046,0.314942451,0.038969223,-0.372846359,-0.428766875,-0.226376663,-0.087031415,0.044207406,0.207430406,0.152308489,-0.095113437,-0.262152572,-0.345666402,-0.223489902,0.045768064,0.153617575,0.39067896,0.773336991,0.861969449,0.728605547,0.760346947,0.657391218,0.346856649,0.293904444,0.289474899,0.146313282,0.015143651,0.064634578,0.1354316,0.168225361,0.168128319,0.055363304,-0.021709728,-0.056778262,-0.112797498,-0.133718573,-0.190142845,-0.25338341,-0.153198447,-0.06229858
Ghana,3.144439351,3.15719019,3.129607843,3.019601807,2.812549859,2.556701314,2.264152382,2.029145406,1.948343007,2.065313279,2.303241553,2.608817062,2.838062006,2.8797762,2.682351918,2.350030724,1.95972672,1.682314079,1.644835349,1.921555855,2.393827204,2.916920739,3.312124899,3.507206815,3.449995248,3.234528868,2.984575868,2.801447723,2.692731161,2.68762676,2.74666436,2.817409724,2.848821087,2.831649531,2.751845954,2.635162104,2.511644366,2.415010565,2.357086776,2.349301108,2.374980448,2.40631203,2.425965131,2.438587896,2.43963283,2.431824424,2.423061319,2.414606069,2.400350372,2.379568288,2.353760364,2.3259576
Gibraltar,0.900970079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,0.722756593,0.792901847,0.595777103,0.370892005,0.362612547,0.467787696,0.737804081,0.814411517,0.65053289,0.365420763,0.228196508,0.433844788,0.650037188,0.454133112,0.368183314,0.938660354,1.553213563,1.301109489,1.296604359,1.246698067,0.982220016,0.896616063,0.61646204,0.581724932,0.498156576,0.388288979,0.330759074,0.334358494,0.363197987,0.52185098,0.665839349,0.973789652,1.101272936,0.918270825,0.832668776,0.767912278,0.700804487,0.626754469,0.540235109,0.439278596,0.320201198,0.297017167,0.342664723,0.326845113,0.345815407,0.381347001,0.399912003,0.396603696,0.395286138,0.405562688,0.289827724,-0.101752885
Greenland,4.006577218,3.625774802,3.785022413,3.922071315,3.243527575,4.16726964,3.262522732,3.398385282,3.517361418,3.397835364,3.286166448,1.709443336,2.303766807,1.438873745,1.015237146,0.201816416,0.201409937,-0.605450891,-0.40568007,0.809721023,1.202419297,1.581060603,0.975617495,1.158314109,1.145050679,0.94429408,0.562325755,1.115253195,1.28560081,0.908271457,0.541029273,-0.18001805,-0.361011222,-0.180995525,0.542006747,0.539084863,0.179051077,0.178731057,0.178412179,0,0.178094437,0.266548359,0.458574268,0.275195545,0.256870545,0.04216222,-0.283179181,-0.386485847,-0.402186877,-0.008876974,0.372156097,0.372538545
